ensembl_gene_id	entrezgene_id	athaliana_eg_homolog_ensembl_gene	athaliana_eg_homolog_orthology_type
AUR62003504	110681913	AT1G64900	ortholog_many2many
AUR62003504	110681913	AT2G12190	ortholog_many2many
AUR62040857	110712826	AT5G04060	ortholog_many2many
AUR62040857	110712826	AT3G10200	ortholog_many2many
AUR62031789	110731832	AT1G06460	ortholog_one2many
AUR62011430	110698575	AT4G33945	ortholog_one2many
AUR62011787	110734279	AT1G13040	ortholog_one2one
AUR62039319	110732045	AT4G23000	ortholog_many2many
AUR62039319	110732045	AT4G11800	ortholog_many2many
AUR62002059	110717906	AT1G08580	ortholog_one2one
AUR62016785	110705138	AT3G19430	ortholog_one2many
AUR62018517	110711631	AT4G14070	ortholog_many2many
AUR62018517	110711631	AT3G23790	ortholog_many2many
AUR62008073	110700273	AT3G07510	ortholog_many2many
AUR62008073	110700273	AT2G01580	ortholog_many2many
AUR62018610	110730081	AT1G32060	ortholog_one2many
AUR62036261	110688806	AT5G17920	ortholog_many2many
AUR62036261	110688806	AT3G03780	ortholog_many2many
AUR62038625	110685057	AT1G05360	ortholog_one2many
AUR62038625	110685057	AT4G14950	ortholog_one2many
AUR62036915	110726080	AT5G08180	ortholog_one2one
AUR62038456	110739883	AT2G34850	ortholog_one2many
AUR62038456	110739883	AT1G30620	ortholog_one2many
AUR62014400	110724693	AT4G13770	ortholog_one2many
AUR62016361	110703257	AT1G48605	ortholog_many2many
AUR62016361	110703257	AT3G18030	ortholog_many2many
AUR62025127	110711824	AT1G05120	ortholog_many2many
AUR62025127	110711824	AT1G02670	ortholog_many2many
AUR62007301	110732556	AT5G46700	ortholog_one2many
AUR62009377	110705667	AT3G63540	ortholog_one2one
AUR62005638	110711125	AT1G67310	ortholog_one2one
AUR62007894	110686093	AT1G26330	ortholog_one2many
AUR62022975	110733530	AT5G27700	ortholog_one2many
AUR62022975	110733530	AT3G53890	ortholog_one2many
AUR62022975	110699369	AT5G27700	ortholog_one2many
AUR62022975	110699369	AT3G53890	ortholog_one2many
AUR62006493	110711843	AT1G07890	ortholog_one2many
AUR62006493	110701606	AT1G07890	ortholog_one2many
AUR62011542	110698668	AT1G48605	ortholog_many2many
AUR62011542	110698668	AT3G18030	ortholog_many2many
AUR62027445	110716856	AT5G56750	ortholog_many2many
AUR62027445	110716856	AT2G19620	ortholog_many2many
AUR62032773	110706307	AT3G17180	ortholog_one2many
AUR62033289	110692377	AT5G56260	ortholog_one2many
AUR62023426	110720521	AT4G01710	ortholog_many2many
AUR62023426	110720521	AT5G65274	ortholog_many2many
AUR62033274	110692319	AT4G26270	ortholog_one2many
AUR62033274	110692319	AT4G29220	ortholog_one2many
AUR62033274	110692319	AT5G56630	ortholog_one2many
AUR62033274	110690897	AT4G26270	ortholog_one2many
AUR62033274	110690897	AT4G29220	ortholog_one2many
AUR62033274	110690897	AT5G56630	ortholog_one2many
AUR62037561	110734018	AT1G53380	ortholog_many2many
AUR62037561	110734018	AT3G14870	ortholog_many2many
AUR62003829	110682245	AT3G50430	ortholog_one2many
AUR62035247	110691231	AT4G39670	ortholog_one2many
AUR62030821	110733934	AT5G01340	ortholog_one2one
AUR62000135	110736232	AT1G51405	ortholog_one2one
AUR62031764	110731806	AT5G22790	ortholog_one2many
AUR62006682	110701111	AT4G31100	ortholog_many2many
AUR62006682	110701111	AT1G16120	ortholog_many2many
AUR62006682	110701111	AT1G79680	ortholog_many2many
AUR62006682	110701111	AT1G16110	ortholog_many2many
AUR62006682	110701111	AT1G16260	ortholog_many2many
AUR62006682	110701111	AT1G16150	ortholog_many2many
AUR62006682	110701111	AT1G17910	ortholog_many2many
AUR62006682	110701111	AT4G31110	ortholog_many2many
AUR62006682	110701111	AT1G16130	ortholog_many2many
AUR62006682	110701111	AT1G19390	ortholog_many2many
AUR62006682	110701111	AT1G79670	ortholog_many2many
AUR62006682	110701111	AT1G16160	ortholog_many2many
AUR62006682	110701111	AT1G69730	ortholog_many2many
AUR62023381	110720479	AT3G60245	ortholog_one2many
AUR62022842	110699236	AT1G07310	ortholog_one2one
AUR62003737	110682152	AT5G08290	ortholog_one2many
AUR62019571	110737785	AT3G29240	ortholog_one2many
AUR62020151	110688243	AT2G30000	ortholog_many2many
AUR62020151	110688243	AT1G07170	ortholog_many2many
AUR62020151	110683483	AT2G30000	ortholog_many2many
AUR62020151	110683483	AT1G07170	ortholog_many2many
AUR62040718	110733312	AT5G60020	ortholog_one2many
AUR62040718	110722322	AT5G60020	ortholog_one2many
AUR62022747	110731734	AT2G04630	ortholog_many2many
AUR62022747	110731734	AT5G51940	ortholog_many2many
AUR62042905	110711109	AT1G20760	ortholog_one2one
AUR62033012	110713121	AT2G42710	ortholog_one2many
AUR62003657	110695238	AT5G65460	ortholog_one2one
AUR62003657	110682073	AT5G65460	ortholog_one2one
AUR62004412	110714493	AT3G61520	ortholog_many2many
AUR62004412	110714493	AT5G28460	ortholog_many2many
AUR62004412	110714493	AT5G28370	ortholog_many2many
AUR62009365	110705654	AT3G23780	ortholog_many2many
AUR62009365	110705654	AT3G18090	ortholog_many2many
AUR62009365	110702366	AT3G23780	ortholog_many2many
AUR62009365	110702366	AT3G18090	ortholog_many2many
AUR62020887	110715006	AT3G50960	ortholog_many2many
AUR62020887	110715006	AT5G66410	ortholog_many2many
AUR62006860	110701289	AT5G09250	ortholog_one2many
AUR62023428	110720522	AT5G61330	ortholog_one2many
AUR62000530	110736634	AT5G09220	ortholog_many2many
AUR62000530	110736634	AT5G63850	ortholog_many2many
AUR62013187	110681973	AT2G17340	ortholog_one2many
AUR62013187	110681973	AT4G35360	ortholog_one2many
AUR62013187	110681973	AT2G17320	ortholog_one2many
AUR62013217	110682224	AT4G35420	ortholog_one2many
AUR62017594	110701965	AT1G06550	ortholog_one2one
AUR62037766	110738986	AT3G07640	ortholog_one2many
AUR62002584	110717581	AT3G06440	ortholog_one2one
AUR62027106	110740076	AT5G54140	ortholog_one2many
AUR62019461	110737683	AT5G53920	ortholog_one2one
AUR62013936	110694071	AT1G53670	ortholog_one2many
AUR62022566	110731537	AT2G32650	ortholog_many2many
AUR62022566	110731537	AT2G32180	ortholog_many2many
AUR62029058	110737355	AT3G01790	ortholog_one2one
AUR62029058	110683071	AT3G01790	ortholog_one2one
AUR62004506	110714634	AT3G61830	ortholog_many2many
AUR62004506	110714634	AT2G46530	ortholog_many2many
AUR62017258	110702472	AT5G41180	ortholog_many2many
AUR62017258	110702472	AT1G63430	ortholog_many2many
AUR62008103	110700291	AT1G05970	ortholog_one2many
AUR62004639	110713974	AT1G71960	ortholog_one2many
AUR62002268	110717841	AT4G10320	ortholog_many2many
AUR62002268	110717841	AT3G23145	ortholog_many2many
AUR62005765	110712362	AT4G09810	ortholog_many2many
AUR62005765	110712362	AT1G34020	ortholog_many2many
AUR62036698	110703600	AT1G20225	ortholog_many2many
AUR62036698	110703600	AT1G76020	ortholog_many2many
AUR62029325	110693215	AT3G13682	ortholog_one2one
AUR62013341	110725623	AT1G02630	ortholog_one2one
AUR62032030	110707510	AT5G18100	ortholog_one2many
AUR62034528	110723284	AT1G45110	ortholog_one2many
AUR62033975	110712904	AT4G29720	ortholog_one2many
AUR62004720	110713980	AT4G08240	ortholog_one2many
AUR62022575	110731543	AT1G79040	ortholog_one2many
AUR62038736	110696282	AT4G16130	ortholog_one2one
AUR62026319	110698200	AT5G54060	ortholog_one2many
AUR62035724	110688697	AT5G39590	ortholog_one2one
AUR62013016	110739110	AT2G20930	ortholog_one2one
AUR62025119	110712008	AT2G27090	ortholog_one2many
AUR62008020	110686217	AT4G36820	ortholog_many2many
AUR62008020	110686217	AT5G66650	ortholog_many2many
AUR62008020	110686217	AT2G23790	ortholog_many2many
AUR62033326	110685326	AT4G00620	ortholog_one2many
AUR62018875	110730061	AT5G47160	ortholog_many2many
AUR62018875	110730061	AT5G47150	ortholog_many2many
AUR62004717	110714529	AT5G63600	ortholog_many2many
AUR62004717	110714529	AT5G08640	ortholog_many2many
AUR62004717	110714529	AT5G43935	ortholog_many2many
AUR62004717	110714529	AT5G63590	ortholog_many2many
AUR62004717	110714529	AT5G63595	ortholog_many2many
AUR62004717	110714529	AT5G63580	ortholog_many2many
AUR62022506	110696635	AT2G14860	ortholog_many2many
AUR62022506	110696635	AT4G33905	ortholog_many2many
AUR62001134	110687766	AT4G13040	ortholog_one2many
AUR62013300	110725582	AT2G11000	ortholog_one2one
AUR62019796	110722646	AT4G23740	ortholog_one2one
AUR62040723	110728719	AT5G43780	ortholog_one2many
AUR62020154	110683492	AT2G30010	ortholog_many2many
AUR62020154	110683492	AT5G58600	ortholog_many2many
AUR62018225	110735146	AT5G37630	ortholog_one2many
AUR62006724	110701157	AT4G31130	ortholog_one2one
AUR62029015	110683028	AT2G19385	ortholog_one2many
AUR62001672	110688289	AT2G29670	ortholog_many2many
AUR62001672	110688289	AT3G47080	ortholog_many2many
AUR62001672	110688289	AT1G07280	ortholog_many2many
AUR62005870	110713332	AT5G47810	ortholog_one2many
AUR62031430	110693877	AT5G52790	ortholog_one2many
AUR62031798	110731844	AT5G48810	ortholog_one2many
AUR62001195	110715515	AT3G07410	ortholog_one2one
AUR62001195	110687823	AT3G07410	ortholog_one2one
AUR62042912	110739174	AT5G02770	ortholog_one2one
AUR62039465	110736219	AT4G27595	ortholog_many2many
AUR62039465	110736219	AT3G02930	ortholog_many2many
AUR62039465	110736219	AT5G16730	ortholog_many2many
AUR62017561	110701934	AT1G04950	ortholog_one2one
AUR62001263	110687880	AT3G48420	ortholog_one2many
AUR62009792	110684279	AT4G04190	ortholog_one2many
AUR62020704	110710132	AT5G18290	ortholog_many2many
AUR62020704	110710132	AT3G04090	ortholog_many2many
AUR62004345	110713985	AT4G20960	ortholog_one2many
AUR62016832	110718867	AT2G21290	ortholog_one2one
AUR62016832	110705185	AT2G21290	ortholog_one2one
AUR62001769	110688402	AT5G59430	ortholog_many2many
AUR62001769	110688402	AT3G46590	ortholog_many2many
AUR62001769	110688402	AT1G07540	ortholog_many2many
AUR62001769	110684043	AT5G59430	ortholog_many2many
AUR62001769	110684043	AT3G46590	ortholog_many2many
AUR62001769	110684043	AT1G07540	ortholog_many2many
AUR62008030	110686226	AT5G66631	ortholog_one2one
AUR62038448	110739877	AT1G28760	ortholog_one2many
AUR62015555	110689413	AT4G14340	ortholog_many2many
AUR62015555	110689413	AT3G23340	ortholog_many2many
AUR62014776	110693576	AT2G36970	ortholog_one2many
AUR62013085	110739707	AT2G16600	ortholog_one2one
AUR62014063	110694181	AT5G48060	ortholog_one2many
AUR62007208	110732457	AT5G47030	ortholog_one2many
AUR62020289	110726908	AT4G31570	ortholog_one2one
AUR62036975	110730960	AT5G20400	ortholog_many2many
AUR62036975	110730960	AT1G49390	ortholog_many2many
AUR62000293	110736404	AT3G03340	ortholog_many2many
AUR62000293	110736404	AT5G17440	ortholog_many2many
AUR62016447	110703345	AT1G52330	ortholog_one2many
AUR62041290	110682671	AT1G07745	ortholog_one2one
AUR62017033	110706926	AT2G33800	ortholog_one2many
AUR62013131	110740196	AT5G52210	ortholog_one2one
AUR62032840	110706374	AT1G74380	ortholog_many2many
AUR62032840	110706374	AT1G18690	ortholog_many2many
AUR62032840	110706374	AT5G07720	ortholog_many2many
AUR62015452	110689310	AT5G07620	ortholog_many2many
AUR62015452	110689310	AT5G61570	ortholog_many2many
AUR62021223	110729695	AT5G06430	ortholog_one2one
AUR62020794	110711861	AT3G09680	ortholog_many2many
AUR62020794	110711861	AT5G02960	ortholog_many2many
AUR62020794	110711851	AT3G09680	ortholog_many2many
AUR62020794	110711851	AT5G02960	ortholog_many2many
AUR62020794	110710364	AT3G09680	ortholog_many2many
AUR62020794	110710364	AT5G02960	ortholog_many2many
AUR62020794	110710281	AT3G09680	ortholog_many2many
AUR62020794	110710281	AT5G02960	ortholog_many2many
AUR62020794	110694478	AT3G09680	ortholog_many2many
AUR62020794	110694478	AT5G02960	ortholog_many2many
AUR62020794	110683706	AT3G09680	ortholog_many2many
AUR62020794	110683706	AT5G02960	ortholog_many2many
AUR62032460	110687966	AT1G10280	ortholog_one2many
AUR62030575	110704427	AT5G39990	ortholog_many2many
AUR62030575	110704427	AT5G15050	ortholog_many2many
AUR62029188	110730901	AT3G44990	ortholog_one2one
AUR62036272	110688814	AT1G54400	ortholog_one2many
AUR62041510	110697521	AT4G02500	ortholog_many2many
AUR62041510	110697521	AT3G62720	ortholog_many2many
AUR62002013	110717335	AT4G39860	ortholog_many2many
AUR62002013	110717335	AT2G22270	ortholog_many2many
AUR62022753	110731739	AT3G61160	ortholog_many2many
AUR62022753	110731739	AT4G00720	ortholog_many2many
AUR62037644	110722399	AT1G16460	ortholog_many2many
AUR62037644	110722399	AT1G79230	ortholog_many2many
AUR62040688	110722293	AT2G39805	ortholog_one2one
AUR62040700	110722304	AT5G06060	ortholog_one2one
AUR62027615	110690594	AT1G21480	ortholog_one2many
AUR62003201	110722975	AT4G36790	ortholog_one2many
AUR62003891	110682315	AT4G36945	ortholog_one2many
AUR62014866	110693670	AT1G28410	ortholog_one2one
AUR62011855	110734345	AT2G18760	ortholog_one2many
AUR62011855	110733103	AT2G18760	ortholog_one2many
AUR62023594	110725296	AT1G71865	ortholog_one2one
AUR62005911	110726838	AT3G17210	ortholog_one2many
AUR62020953	110714868	AT3G56490	ortholog_one2many
AUR62007314	110732567	AT4G17770	ortholog_one2many
AUR62006633	110701068	AT5G58340	ortholog_many2many
AUR62006633	110701068	AT1G15720	ortholog_many2many
AUR62017761	110716273	AT5G08570	ortholog_many2many
AUR62017761	110716273	AT5G63680	ortholog_many2many
AUR62017761	110702146	AT5G08570	ortholog_many2many
AUR62017761	110702146	AT5G63680	ortholog_many2many
AUR62040810	110719796	AT4G11120	ortholog_one2many
AUR62019667	110737875	AT3G14750	ortholog_one2many
AUR62008391	110700574	AT1G18810	ortholog_one2many
AUR62006560	110700993	AT2G26840	ortholog_many2many
AUR62006560	110700993	AT3G43910	ortholog_many2many
AUR62004148	110714446	AT4G00030	ortholog_one2many
AUR62032612	110718353	AT3G51510	ortholog_one2many
AUR62001508	110688119	AT1G17580	ortholog_one2many
AUR62001508	110684353	AT1G17580	ortholog_one2many
AUR62008652	110727889	AT3G62700	ortholog_many2many
AUR62008652	110727889	AT2G47800	ortholog_many2many
AUR62022485	110696613	AT1G27760	ortholog_one2many
AUR62035822	110728829	AT5G46550	ortholog_one2many
AUR62002760	110713261	AT5G08670	ortholog_many2many
AUR62002760	110713261	AT5G08680	ortholog_many2many
AUR62002760	110713261	AT5G08690	ortholog_many2many
AUR62022927	110733702	AT5G05500	ortholog_one2one
AUR62022927	110699317	AT5G05500	ortholog_one2one
AUR62009221	110705522	AT5G25940	ortholog_one2many
AUR62009326	110705617	AT4G32720	ortholog_one2one
AUR62009326	110702123	AT4G32720	ortholog_one2one
AUR62014720	110693529	AT4G21470	ortholog_one2many
AUR62015532	110689385	AT3G23460	ortholog_many2many
AUR62015532	110689385	AT3G23470	ortholog_many2many
AUR62015532	110689385	AT3G23530	ortholog_many2many
AUR62015532	110689385	AT3G23510	ortholog_many2many
AUR62015532	110689385	AT3G23480	ortholog_many2many
AUR62009271	110705314	AT5G11620	ortholog_one2many
AUR62015517	110689370	AT5G51460	ortholog_one2many
AUR62040694	110722299	AT3G55580	ortholog_one2one
AUR62003933	110682351	AT1G23490	ortholog_one2many
AUR62003933	110682351	AT1G10630	ortholog_one2many
AUR62003933	110682351	AT1G70490	ortholog_one2many
AUR62025125	110711835	AT1G33120	ortholog_many2many
AUR62025125	110711835	AT1G33140	ortholog_many2many
AUR62025125	110711835	AT4G10450	ortholog_many2many
AUR62039376	110715264	AT2G39650	ortholog_one2one
AUR62034530	110723286	AT3G03305	ortholog_one2many
AUR62014488	110724780	AT1G27620	ortholog_one2many
AUR62031991	110707451	AT2G41340	ortholog_many2many
AUR62031991	110707451	AT3G57080	ortholog_many2many
AUR62001363	110687984	AT1G51640	ortholog_one2many
AUR62011803	110734296	AT3G62410	ortholog_many2many
AUR62011803	110734296	AT2G47400	ortholog_many2many
AUR62009565	110684051	AT4G01180	ortholog_many2many
AUR62009565	110684051	AT5G59390	ortholog_many2many
AUR62035878	110727312	AT5G49130	ortholog_one2many
AUR62030364	110710528	AT3G10210	ortholog_one2many
AUR62015441	110689300	AT5G61510	ortholog_one2many
AUR62014328	110724615	AT1G21760	ortholog_one2many
AUR62018746	110730030	AT5G44760	ortholog_many2many
AUR62018746	110730030	AT4G20080	ortholog_many2many
AUR62023771	110738706	AT1G74040	ortholog_many2many
AUR62023771	110738706	AT1G18500	ortholog_many2many
AUR62038754	110696302	AT1G62440	ortholog_one2many
AUR62030306	110710536	AT2G41170	ortholog_one2many
AUR62014895	110730511	AT5G42970	ortholog_one2one
AUR62014895	110693693	AT5G42970	ortholog_one2one
AUR62004603	110725084	AT1G72150	ortholog_many2many
AUR62004603	110725084	AT1G22530	ortholog_many2many
AUR62004603	110714402	AT1G72150	ortholog_many2many
AUR62004603	110714402	AT1G22530	ortholog_many2many
AUR62002701	110704633	AT5G50960	ortholog_one2many
AUR62038703	110730700	AT1G66330	ortholog_one2many
AUR62009884	110684379	AT3G47640	ortholog_one2many
AUR62039693	110683153	AT5G11600	ortholog_one2many
AUR62022622	110731592	AT1G01470	ortholog_one2many
AUR62006192	110729553	AT5G28390	ortholog_many2many
AUR62006192	110729553	AT3G52660	ortholog_many2many
AUR62009860	110684352	AT3G13940	ortholog_one2many
AUR62016887	110705226	AT2G14960	ortholog_one2one
AUR62003659	110682075	AT5G10480	ortholog_one2one
AUR62003083	110721696	AT1G69200	ortholog_one2many
AUR62009215	110705515	AT2G25880	ortholog_many2many
AUR62009215	110705515	AT4G32830	ortholog_many2many
AUR62009728	110684217	AT2G30370	ortholog_one2many
AUR62039255	110738209	AT1G10090	ortholog_one2many
AUR62039255	110738209	AT1G58520	ortholog_one2many
AUR62039255	110697306	AT1G10090	ortholog_one2many
AUR62039255	110697306	AT1G58520	ortholog_one2many
AUR62006657	110701094	AT3G02790	ortholog_many2many
AUR62006657	110701094	AT5G16470	ortholog_many2many
AUR62000428	110736528	AT1G56590	ortholog_one2many
AUR62028352	110721870	AT5G17420	ortholog_one2many
AUR62018572	110714075	AT2G39460	ortholog_many2many
AUR62018572	110714075	AT3G55280	ortholog_many2many
AUR62018572	110711678	AT2G39460	ortholog_many2many
AUR62018572	110711678	AT3G55280	ortholog_many2many
AUR62018572	110701932	AT2G39460	ortholog_many2many
AUR62018572	110701932	AT3G55280	ortholog_many2many
AUR62018572	110695759	AT2G39460	ortholog_many2many
AUR62018572	110695759	AT3G55280	ortholog_many2many
AUR62018572	110691875	AT2G39460	ortholog_many2many
AUR62018572	110691875	AT3G55280	ortholog_many2many
AUR62026523	110713867	AT1G59900	ortholog_one2many
AUR62036769	110703656	AT1G41830	ortholog_one2many
AUR62000229	110736336	AT5G19485	ortholog_one2many
AUR62001163	110687803	AT5G48580	ortholog_one2one
AUR62001654	110688275	AT5G58787	ortholog_many2many
AUR62001654	110688275	AT3G47160	ortholog_many2many
AUR62030717	110733831	AT1G78190	ortholog_many2many
AUR62030717	110733831	AT1G22270	ortholog_many2many
AUR62039644	110722204	AT1G18620	ortholog_many2many
AUR62039644	110722204	AT1G74160	ortholog_many2many
AUR62039644	110700731	AT1G18620	ortholog_many2many
AUR62039644	110700731	AT1G74160	ortholog_many2many
AUR62005677	110711532	AT5G13160	ortholog_one2one
AUR62008638	110727873	AT4G02440	ortholog_one2many
AUR62020974	110714947	AT5G04200	ortholog_one2many
AUR62006201	110732161	AT2G36210	ortholog_one2many
AUR62014777	110693577	AT3G54280	ortholog_one2many
AUR62009111	110728400	AT4G33060	ortholog_one2many
AUR62009111	110705403	AT4G33060	ortholog_one2many
AUR62020614	110710460	AT4G31410	ortholog_one2many
AUR62034501	110723257	AT5G04710	ortholog_one2many
AUR62006430	110731615	AT5G01910	ortholog_one2many
AUR62003171	110722643	AT3G50685	ortholog_one2many
AUR62019889	110722741	AT4G24050	ortholog_many2many
AUR62019889	110722741	AT1G64590	ortholog_many2many
AUR62006990	110701406	AT5G38890	ortholog_one2one
AUR62013301	110725584	AT5G35200	ortholog_one2one
AUR62020878	110714918	AT4G14050	ortholog_one2many
AUR62042720	110737969	AT1G10890	ortholog_one2many
AUR62000766	110736857	AT3G05500	ortholog_one2one
AUR62018552	110711793	AT1G11400	ortholog_one2many
AUR62020283	110720826	AT2G26310	ortholog_one2one
AUR62001703	110688325	AT3G46960	ortholog_one2many
AUR62029221	110730930	AT5G60760	ortholog_many2many
AUR62029221	110730930	AT3G45090	ortholog_many2many
AUR62025590	110726675	AT5G49830	ortholog_one2many
AUR62003336	110724390	AT2G16740	ortholog_one2many
AUR62035093	110692352	AT5G55240	ortholog_one2many
AUR62035093	110692352	AT4G26740	ortholog_one2many
AUR62016379	110703271	AT1G80210	ortholog_one2many
AUR62016379	110703271	AT3G06820	ortholog_one2many
AUR62022307	110696452	AT1G71800	ortholog_one2many
AUR62001001	110737077	AT3G04720	ortholog_one2one
AUR62042808	110703732	AT1G30870	ortholog_one2many
AUR62006193	110729564	AT2G35020	ortholog_many2many
AUR62006193	110729564	AT1G31070	ortholog_many2many
AUR62011682	110698809	AT1G52190	ortholog_many2many
AUR62011682	110698809	AT3G16180	ortholog_many2many
AUR62018185	110735106	AT3G29400	ortholog_one2many
AUR62008700	110727928	AT1G02790	ortholog_one2many
AUR62003788	110682567	AT5G65030	ortholog_many2many
AUR62003788	110682567	AT5G10210	ortholog_many2many
AUR62044250	110728195	AT1G25450	ortholog_many2many
AUR62044250	110728195	AT1G68530	ortholog_many2many
AUR62001679	110688294	AT2G29640	ortholog_one2many
AUR62028625	110727499	AT2G46910	ortholog_one2many
AUR62028625	110700245	AT2G46910	ortholog_one2many
AUR62023348	110720443	AT2G44530	ortholog_one2many
AUR62018719	110730188	AT5G46800	ortholog_one2many
AUR62036854	110699018	AT4G35090	ortholog_one2many
AUR62004176	110714265	AT2G45200	ortholog_one2many
AUR62029950	110702974	AT1G18060	ortholog_one2many
AUR62020567	110710397	AT5G26170	ortholog_one2many
AUR62003111	110722002	AT1G26460	ortholog_one2many
AUR62031387	110693837	AT4G25620	ortholog_one2many
AUR62031387	110693837	AT5G52430	ortholog_one2many
AUR62011599	110698722	AT1G15550	ortholog_one2many
AUR62011599	110698722	AT1G80330	ortholog_one2many
AUR62011599	110698722	AT1G80340	ortholog_one2many
AUR62023641	110725345	AT1G77660	ortholog_many2many
AUR62023641	110725345	AT1G21920	ortholog_many2many
AUR62009108	110705400	AT1G05320	ortholog_many2many
AUR62009108	110705400	AT2G32240	ortholog_many2many
AUR62032838	110706370	AT1G13980	ortholog_one2many
AUR62033854	110686391	AT1G47271	ortholog_one2many
AUR62006916	110701329	AT5G08710	ortholog_one2many
AUR62012914	110738259	AT4G38270	ortholog_one2many
AUR62031753	110731793	AT5G22750	ortholog_one2many
AUR62006594	110701028	AT3G13400	ortholog_many2many
AUR62006594	110701028	AT1G55570	ortholog_many2many
AUR62006594	110701028	AT1G55560	ortholog_many2many
AUR62006594	110701028	AT3G13390	ortholog_many2many
AUR62014846	110693640	AT1G03000	ortholog_one2many
AUR62037782	110738998	AT5G37510	ortholog_one2many
AUR62008526	110700699	AT1G47578	ortholog_many2many
AUR62008526	110700699	AT4G31050	ortholog_many2many
AUR62027404	110716917	AT4G15850	ortholog_one2many
AUR62030691	110733810	AT2G35900	ortholog_one2one
AUR62034986	110719921	AT3G12210	ortholog_one2many
AUR62033251	110692293	AT1G66130	ortholog_one2many
AUR62003543	110681955	AT3G22150	ortholog_one2one
AUR62014312	110724602	AT1G77460	ortholog_many2many
AUR62014312	110724602	AT1G44120	ortholog_many2many
AUR62005561	110710357	AT3G26000	ortholog_one2many
AUR62021753	110726520	AT1G18900	ortholog_many2many
AUR62021753	110726520	AT1G74750	ortholog_many2many
AUR62025582	110726667	AT3G21200	ortholog_one2one
AUR62025582	110687987	AT3G21200	ortholog_one2one
AUR62042933	110738004	AT3G16060	ortholog_one2many
AUR62040917	110704552	AT5G28910	ortholog_one2many
AUR62040917	110704552	AT5G28960	ortholog_one2many
AUR62003730	110682143	AT5G65970	ortholog_many2many
AUR62003730	110682143	AT2G17480	ortholog_many2many
AUR62003730	110682143	AT2G17430	ortholog_many2many
AUR62014727	110693535	AT4G21560	ortholog_many2many
AUR62014727	110693535	AT4G05000	ortholog_many2many
AUR62015580	110689438	AT2G32830	ortholog_one2many
AUR62035534	110700682	AT5G20610	ortholog_one2many
AUR62002230	110717707	AT5G61510	ortholog_one2many
AUR62020452	110720967	AT2G30670	ortholog_many2many
AUR62020452	110720967	AT2G29360	ortholog_many2many
AUR62020452	110720967	AT1G07440	ortholog_many2many
AUR62020452	110720967	AT2G29340	ortholog_many2many
AUR62020452	110720967	AT2G29330	ortholog_many2many
AUR62020452	110720967	AT2G29310	ortholog_many2many
AUR62020452	110720967	AT1G07450	ortholog_many2many
AUR62020452	110720967	AT2G29320	ortholog_many2many
AUR62020452	110720967	AT2G29170	ortholog_many2many
AUR62020452	110720967	AT2G29290	ortholog_many2many
AUR62020452	110720967	AT2G29150	ortholog_many2many
AUR62020452	110720967	AT2G29370	ortholog_many2many
AUR62020452	110720967	AT2G29300	ortholog_many2many
AUR62020452	110720967	AT2G29350	ortholog_many2many
AUR62005828	110712959	AT2G03210	ortholog_many2many
AUR62005828	110712959	AT2G15350	ortholog_many2many
AUR62005828	110712959	AT2G15370	ortholog_many2many
AUR62005828	110712959	AT2G03220	ortholog_many2many
AUR62005828	110712959	AT1G14100	ortholog_many2many
AUR62005828	110712959	AT2G15390	ortholog_many2many
AUR62005828	110712959	AT1G14110	ortholog_many2many
AUR62005828	110712959	AT1G14080	ortholog_many2many
AUR62020006	110722851	AT2G12550	ortholog_one2one
AUR62035213	110691201	AT1G13390	ortholog_many2many
AUR62035213	110691201	AT1G68490	ortholog_many2many
AUR62017591	110701962	AT2G42980	ortholog_one2many
AUR62017591	110701962	AT3G59080	ortholog_one2many
AUR62033318	110685316	AT4G00670	ortholog_one2many
AUR62040044	110717269	AT3G09690	ortholog_one2many
AUR62040044	110717269	AT5G02970	ortholog_one2many
AUR62040021	110717257	AT3G53320	ortholog_many2many
AUR62040021	110717257	AT2G37070	ortholog_many2many
AUR62018375	110711607	AT4G09550	ortholog_one2many
AUR62018375	110711607	AT1G73790	ortholog_one2many
AUR62009668	110684157	AT5G58450	ortholog_one2many
AUR62011877	110734364	AT2G38940	ortholog_many2many
AUR62011877	110734364	AT3G54700	ortholog_many2many
AUR62009127	110705426	AT4G33040	ortholog_many2many
AUR62009127	110705426	AT5G11930	ortholog_many2many
AUR62014872	110693676	AT1G17070	ortholog_many2many
AUR62014872	110693676	AT2G42330	ortholog_many2many
AUR62007146	110732394	AT3G11730	ortholog_one2many
AUR62029150	110730869	AT3G44890	ortholog_one2one
AUR62018666	110730138	AT1G48600	ortholog_many2many
AUR62018666	110730138	AT3G18000	ortholog_many2many
AUR62017388	110702593	AT4G22740	ortholog_one2one
AUR62017646	110702024	AT3G19900	ortholog_one2one
AUR62022989	110699380	AT5G58390	ortholog_many2many
AUR62022989	110699380	AT5G58400	ortholog_many2many
AUR62007548	110685770	AT3G49730	ortholog_many2many
AUR62007548	110685770	AT5G65820	ortholog_many2many
AUR62020439	110720954	AT1G50700	ortholog_one2many
AUR62020439	110720954	AT3G20410	ortholog_one2many
AUR62008962	110728172	AT2G04400	ortholog_many2many
AUR62008962	110728172	AT5G48220	ortholog_many2many
AUR62027860	110706679	AT4G24620	ortholog_one2many
AUR62018188	110735112	AT3G02120	ortholog_one2many
AUR62003003	110695090	AT5G22410	ortholog_one2many
AUR62017027	110706921	AT1G28260	ortholog_one2many
